"race","driver","team","series","session","sec","year","circuit","perim"
"2018belgium","lhamilton","mercedes f1","f1",2,101.553,2018,"spa francorchamps",7004
"2018belgium","mericsson","sauber","f1",2,104.301,2018,"spa francorchamps",7004
"2018belgium","mverstappen","red bull","f1",2,102.554,2018,"spa francorchamps",7004
"2018belgium","pgasly","toro rosso","f1",2,103.844,2018,"spa francorchamps",7004
"2018belgium","rgrosjean","haas","f1",2,103.042,2018,"spa francorchamps",7004
"2018belgium","sperez","force india","f1",2,103.014,2018,"spa francorchamps",7004
"2018belgium","svettel","ferrari","f1",2,101.501,2018,"spa francorchamps",7004
"2018belgium","vbottas","mercedes f1","f1",2,102.191,2018,"spa francorchamps",7004
"2018italy","bhartley","toro rosso","f1",1,81.934,2018,"monza",5793
"2018italy","cleclerc","sauber","f1",1,81.889,2018,"monza",5793
"2018italy","csainz","renault","f1",1,81.732,2018,"monza",5793
"2018italy","dricciardo","red bull","f1",1,81.28,2018,"monza",5793
"2018italy","eocon","force india","f1",1,81.57,2018,"monza",5793
"2018italy","falonso","mclaren","f1",1,81.85,2018,"monza",5793
"2018italy","kmagnussen","haas","f1",1,81.783,2018,"monza",5793
"2018italy","kraikkonen","ferrari","f1",1,80.722,2018,"monza",5793
"2018italy","lhamilton","mercedes f1","f1",1,80.81,2018,"monza",5793
"2018italy","lstroll","williams","f1",1,81.838,2018,"monza",5793
"2018italy","mericsson","sauber","f1",1,82.048,2018,"monza",5793
"2018italy","mverstappen","red bull","f1",1,81.381,2018,"monza",5793
"2018italy","nhulkenberg","renault","f1",1,81.801,2018,"monza",5793
"2018italy","pgasly","toro rosso","f1",1,81.834,2018,"monza",5793
"2018italy","rgrosjean","haas","f1",1,81.887,2018,"monza",5793
"2018italy","sperez","force india","f1",1,81.888,2018,"monza",5793
"2018italy","ssirotkin","williams","f1",1,81.813,2018,"monza",5793
"2018italy","svandoorne","mclaren","f1",1,82.085,2018,"monza",5793
"2018italy","svettel","ferrari","f1",1,80.542,2018,"monza",5793
"2018italy","vbottas","mercedes f1","f1",1,81.381,2018,"monza",5793
"2018italy","csainz","renault","f1",2,81.552,2018,"monza",5793
"2018italy","eocon","force india","f1",2,81.315,2018,"monza",5793
"2018italy","falonso","mclaren","f1",2,82.568,2018,"monza",5793
"2018italy","kmagnussen","haas","f1",2,81.669,2018,"monza",5793
"2018italy","kraikkonen","ferrari","f1",2,79.846,2018,"monza",5793
"2018italy","lhamilton","mercedes f1","f1",2,79.798,2018,"monza",5793
"2018italy","lstroll","williams","f1",2,81.494,2018,"monza",5793
"2018italy","mverstappen","red bull","f1",2,80.333,2018,"monza",5793
"2018italy","pgasly","toro rosso","f1",2,81.667,2018,"monza",5793
"2018italy","rgrosjean","haas","f1",2,81.239,2018,"monza",5793
"2018italy","ssirotkin","williams","f1",2,81.732,2018,"monza",5793
"2018italy","svettel","ferrari","f1",2,79.629,2018,"monza",5793
"2018italy","vbottas","mercedes f1","f1",2,80.427,2018,"monza",5793
"2018italy","csainz","renault","f1",3,81.041,2018,"monza",5793
"2018italy","eocon","force india","f1",3,81.099,2018,"monza",5793
"2018italy","kraikkonen","ferrari","f1",3,79.119,2018,"monza",5793
"2018italy","lhamilton","mercedes f1","f1",3,79.294,2018,"monza",5793
"2018italy","lstroll","williams","f1",3,81.627,2018,"monza",5793
"2018italy","mverstappen","red bull","f1",3,80.615,2018,"monza",5793
"2018italy","pgasly","toro rosso","f1",3,81.35,2018,"monza",5793
"2018italy","rgrosjean","haas","f1",3,80.936,2018,"monza",5793
"2018italy","svettel","ferrari","f1",3,79.28,2018,"monza",5793
"2018italy","vbottas","mercedes f1","f1",3,79.656,2018,"monza",5793
"2018singapore","bhartley","toro rosso","f1",1,99.809,2018,"marina bay",5063
"2018singapore","cleclerc","sauber","f1",1,99.206,2018,"marina bay",5063
"2018singapore","csainz","renault","f1",1,99.103,2018,"marina bay",5063
"2018singapore","dricciardo","red bull","f1",1,98.153,2018,"marina bay",5063
"2018singapore","eocon","force india","f1",1,98.912,2018,"marina bay",5063
"2018singapore","falonso","mclaren","f1",1,99.022,2018,"marina bay",5063
"2018singapore","kmagnussen","haas","f1",1,99.644,2018,"marina bay",5063
"2018singapore","kraikkonen","ferrari","f1",1,98.534,2018,"marina bay",5063
"2018singapore","lhamilton","mercedes f1","f1",1,99.403,2018,"marina bay",5063
"2018singapore","lstroll","williams","f1",1,101.334,2018,"marina bay",5063
"2018singapore","mericsson","sauber","f1",1,99.366,2018,"marina bay",5063
"2018singapore","mverstappen","red bull","f1",1,98.751,2018,"marina bay",5063
"2018singapore","nhulkenberg","renault","f1",1,98.932,2018,"marina bay",5063
"2018singapore","pgasly","toro rosso","f1",1,99.614,2018,"marina bay",5063
"2018singapore","rgrosjean","haas","f1",1,98.685,2018,"marina bay",5063
"2018singapore","sperez","force india","f1",1,98.814,2018,"marina bay",5063
"2018singapore","ssirotkin","williams","f1",1,101.263,2018,"marina bay",5063
"2018singapore","svandoorne","mclaren","f1",1,99.864,2018,"marina bay",5063
"2018singapore","svettel","ferrari","f1",1,98.218,2018,"marina bay",5063
"2018singapore","vbottas","mercedes f1","f1",1,99.291,2018,"marina bay",5063
"2018singapore","cleclerc","sauber","f1",2,98.747,2018,"marina bay",5063
"2018singapore","csainz","renault","f1",2,98.716,2018,"marina bay",5063
"2018singapore","dricciardo","red bull","f1",2,97.406,2018,"marina bay",5063
"2018singapore","eocon","force india","f1",2,98.534,2018,"marina bay",5063
"2018singapore","falonso","mclaren","f1",2,98.641,2018,"marina bay",5063
"2018singapore","kraikkonen","ferrari","f1",2,97.194,2018,"marina bay",5063
"2018singapore","lhamilton","mercedes f1","f1",2,97.344,2018,"marina bay",5063
"2018singapore","mericsson","sauber","f1",2,99.453,2018,"marina bay",5063
"2018singapore","mverstappen","red bull","f1",2,97.214,2018,"marina bay",5063
"2018singapore","nhulkenberg","renault","f1",2,98.45,2018,"marina bay",5063
"2018singapore","pgasly","toro rosso","f1",2,99.691,2018,"marina bay",5063
"2018singapore","rgrosjean","haas","f1",2,98.367,2018,"marina bay",5063
"2018singapore","sperez","force india","f1",2,98.342,2018,"marina bay",5063
"2018singapore","svettel","ferrari","f1",2,97.876,2018,"marina bay",5063
"2018singapore","vbottas","mercedes f1","f1",2,97.254,2018,"marina bay",5063
"2018singapore","dricciardo","red bull","f1",3,96.996,2018,"marina bay",5063
"2018singapore","eocon","force india","f1",3,98.365,2018,"marina bay",5063
"2018singapore","kraikkonen","ferrari","f1",3,96.794,2018,"marina bay",5063
"2018singapore","lhamilton","mercedes f1","f1",3,96.015,2018,"marina bay",5063
"2018singapore","mverstappen","red bull","f1",3,96.334,2018,"marina bay",5063
"2018singapore","nhulkenberg","renault","f1",3,98.588,2018,"marina bay",5063
"2018singapore","rgrosjean","haas","f1",3,98.32,2018,"marina bay",5063
"2018singapore","sperez","force india","f1",3,97.985,2018,"marina bay",5063
"2018singapore","svettel","ferrari","f1",3,96.628,2018,"marina bay",5063
"2018singapore","vbottas","mercedes f1","f1",3,96.702,2018,"marina bay",5063
"2018russia","bhartley","toro rosso","f1",1,95.037,2018,"sochi",5848
"2018russia","cleclerc","sauber","f1",1,93.924,2018,"sochi",5848
"2018russia","csainz","renault","f1",1,94.626,2018,"sochi",5848
"2018russia","dricciardo","red bull","f1",1,93.247,2018,"sochi",5848
"2018russia","eocon","force india","f1",1,94.29,2018,"sochi",5848
"2018russia","falonso","mclaren","f1",1,95.504,2018,"sochi",5848
"2018russia","kmagnussen","haas","f1",1,94.078,2018,"sochi",5848
"2018russia","kraikkonen","ferrari","f1",1,93.341,2018,"sochi",5848
"2018russia","lhamilton","mercedes f1","f1",1,92.41,2018,"sochi",5848
"2018russia","lstroll","williams","f1",1,96.437,2018,"sochi",5848
"2018russia","mericsson","sauber","f1",1,94.17,2018,"sochi",5848
"2018russia","mverstappen","red bull","f1",1,93.048,2018,"sochi",5848
"2018russia","nhulkenberg","renault","f1",1,94.655,2018,"sochi",5848
"2018russia","pgasly","toro rosso","f1",1,94.383,2018,"sochi",5848
"2018russia","rgrosjean","haas","f1",1,94.022,2018,"sochi",5848
"2018russia","sperez","force india","f1",1,94.084,2018,"sochi",5848
"2018russia","ssirotkin","williams","f1",1,95.612,2018,"sochi",5848
"2018russia","svandoorne","mclaren","f1",1,95.977,2018,"sochi",5848
"2018russia","svettel","ferrari","f1",1,93.476,2018,"sochi",5848
"2018russia","vbottas","mercedes f1","f1",1,92.964,2018,"sochi",5848
"2018russia","cleclerc","sauber","f1",2,93.488,2018,"sochi",5848
"2018russia","eocon","force india","f1",2,93.596,2018,"sochi",5848
"2018russia","kmagnussen","haas","f1",2,93.747,2018,"sochi",5848
"2018russia","kraikkonen","ferrari","f1",2,93.065,2018,"sochi",5848
"2018russia","lhamilton","mercedes f1","f1",2,92.595,2018,"sochi",5848
"2018russia","mericsson","sauber","f1",2,93.995,2018,"sochi",5848
"2018russia","rgrosjean","haas","f1",2,93.517,2018,"sochi",5848
"2018russia","sperez","force india","f1",2,93.923,2018,"sochi",5848
"2018russia","svettel","ferrari","f1",2,93.045,2018,"sochi",5848
"2018russia","vbottas","mercedes f1","f1",2,92.744,2018,"sochi",5848
"2018russia","cleclerc","sauber","f1",3,93.419,2018,"sochi",5848
"2018russia","eocon","force india","f1",3,93.413,2018,"sochi",5848
"2018russia","kmagnussen","haas","f1",3,93.181,2018,"sochi",5848
"2018russia","kraikkonen","ferrari","f1",3,92.237,2018,"sochi",5848
"2018russia","lhamilton","mercedes f1","f1",3,91.532,2018,"sochi",5848
"2018russia","mericsson","sauber","f1",3,95.196,2018,"sochi",5848
"2018russia","rgrosjean","haas","f1",3,93.704,2018,"sochi",5848
"2018russia","sperez","force india","f1",3,93.563,2018,"sochi",5848
"2018russia","svettel","ferrari","f1",3,91.943,2018,"sochi",5848
"2018russia","vbottas","mercedes f1","f1",3,91.387,2018,"sochi",5848
"2018japan","bhartley","toro rosso","f1",1,90.248,2018,"suzuka",5807
"2018japan","cleclerc","sauber","f1",1,89.706,2018,"suzuka",5807
"2018japan","csainz","renault","f1",1,90.236,2018,"suzuka",5807
"2018japan","dricciardo","red bull","f1",1,89.806,2018,"suzuka",5807
"2018japan","eocon","force india","f1",1,89.899,2018,"suzuka",5807
"2018japan","falonso","mclaren","f1",1,90.573,2018,"suzuka",5807
"2018japan","kmagnussen","haas","f1",1,90.219,2018,"suzuka",5807
"2018japan","kraikkonen","ferrari","f1",1,89.631,2018,"suzuka",5807
"2018japan","lhamilton","mercedes f1","f1",1,88.702,2018,"suzuka",5807
"2018japan","lstroll","williams","f1",1,90.317,2018,"suzuka",5807
"2018japan","mericsson","sauber","f1",1,91.213,2018,"suzuka",5807
"2018japan","mverstappen","red bull","f1",1,89.48,2018,"suzuka",5807
"2018japan","nhulkenberg","renault","f1",1,90.361,2018,"suzuka",5807
"2018japan","pgasly","toro rosso","f1",1,90.137,2018,"suzuka",5807
"2018japan","rgrosjean","haas","f1",1,89.724,2018,"suzuka",5807
"2018japan","sperez","force india","f1",1,90.247,2018,"suzuka",5807
"2018japan","ssirotkin","williams","f1",1,90.372,2018,"suzuka",5807
"2018japan","svandoorne","mclaren","f1",1,91.041,2018,"suzuka",5807
"2018japan","svettel","ferrari","f1",1,89.049,2018,"suzuka",5807
"2018japan","vbottas","mercedes f1","f1",1,89.297,2018,"suzuka",5807
"2018japan","bhartley","toro rosso","f1",2,89.848,2018,"suzuka",5807
"2018japan","cleclerc","sauber","f1",2,89.864,2018,"suzuka",5807
"2018japan","csainz","renault","f1",2,90.49,2018,"suzuka",5807
"2018japan","eocon","force india","f1",2,89.538,2018,"suzuka",5807
"2018japan","kmagnussen","haas","f1",2,90.226,2018,"suzuka",5807
"2018japan","kraikkonen","ferrari","f1",2,88.595,2018,"suzuka",5807
"2018japan","lhamilton","mercedes f1","f1",2,88.017,2018,"suzuka",5807
"2018japan","lstroll","williams","f1",2,90.714,2018,"suzuka",5807
"2018japan","mverstappen","red bull","f1",2,88.849,2018,"suzuka",5807
"2018japan","pgasly","toro rosso","f1",2,89.81,2018,"suzuka",5807
"2018japan","rgrosjean","haas","f1",2,89.678,2018,"suzuka",5807
"2018japan","sperez","force india","f1",2,89.567,2018,"suzuka",5807
"2018japan","svettel","ferrari","f1",2,88.279,2018,"suzuka",5807
"2018japan","vbottas","mercedes f1","f1",2,87.987,2018,"suzuka",5807
"2018japan","bhartley","toro rosso","f1",3,90.023,2018,"suzuka",5807
"2018japan","eocon","force india","f1",3,90.126,2018,"suzuka",5807
"2018japan","kraikkonen","ferrari","f1",3,89.521,2018,"suzuka",5807
"2018japan","lhamilton","mercedes f1","f1",3,87.76,2018,"suzuka",5807
"2018japan","mverstappen","red bull","f1",3,89.057,2018,"suzuka",5807
"2018japan","pgasly","toro rosso","f1",3,90.093,2018,"suzuka",5807
"2018japan","rgrosjean","haas","f1",3,89.761,2018,"suzuka",5807
"2018japan","sperez","force india","f1",3,97.229,2018,"suzuka",5807
"2018japan","svettel","ferrari","f1",3,92.192,2018,"suzuka",5807
"2018japan","vbottas","mercedes f1","f1",3,88.059,2018,"suzuka",5807
"2018usa","bhartley","toro rosso","f1",1,95.206,2018,"americas",5513
"2018usa","cleclerc","sauber","f1",1,95.069,2018,"americas",5513
"2018usa","csainz","renault","f1",1,94.891,2018,"americas",5513
"2018usa","dricciardo","red bull","f1",1,94.755,2018,"americas",5513
"2018usa","eocon","force india","f1",1,94.876,2018,"americas",5513
"2018usa","falonso","mclaren","f1",1,95.294,2018,"americas",5513
"2018usa","kmagnussen","haas","f1",1,94.972,2018,"americas",5513
"2018usa","kraikkonen","ferrari","f1",1,94.703,2018,"americas",5513
"2018usa","lhamilton","mercedes f1","f1",1,94.13,2018,"americas",5513
"2018usa","lstroll","williams","f1",1,95.48,2018,"americas",5513
"2018usa","mericsson","sauber","f1",1,95.536,2018,"americas",5513
"2018usa","mverstappen","red bull","f1",1,94.766,2018,"americas",5513
"2018usa","nhulkenberg","renault","f1",1,94.932,2018,"americas",5513
"2018usa","pgasly","toro rosso","f1",1,94.85,2018,"americas",5513
"2018usa","rgrosjean","haas","f1",1,94.892,2018,"americas",5513
"2018usa","sperez","force india","f1",1,95.193,2018,"americas",5513
"2018usa","ssirotkin","williams","f1",1,95.362,2018,"americas",5513
"2018usa","svandoorne","mclaren","f1",1,95.735,2018,"americas",5513
"2018usa","svettel","ferrari","f1",1,94.569,2018,"americas",5513
"2018usa","vbottas","mercedes f1","f1",1,94.518,2018,"americas",5513
"2018usa","cleclerc","sauber","f1",2,94.255,2018,"americas",5513
"2018usa","csainz","renault","f1",2,94.566,2018,"americas",5513
"2018usa","dricciardo","red bull","f1",2,94.185,2018,"americas",5513
"2018usa","eocon","force india","f1",2,94.522,2018,"americas",5513
"2018usa","kmagnussen","haas","f1",2,94.732,2018,"americas",5513
"2018usa","kraikkonen","ferrari","f1",2,92.884,2018,"americas",5513
"2018usa","lhamilton","mercedes f1","f1",2,93.48,2018,"americas",5513
"2018usa","nhulkenberg","renault","f1",2,94.564,2018,"americas",5513
"2018usa","rgrosjean","haas","f1",2,94.419,2018,"americas",5513
"2018usa","sperez","force india","f1",2,94.525,2018,"americas",5513
"2018usa","svettel","ferrari","f1",2,93.079,2018,"americas",5513
"2018usa","vbottas","mercedes f1","f1",2,93.702,2018,"americas",5513
"2018usa","cleclerc","sauber","f1",3,94.42,2018,"americas",5513
"2018usa","dricciardo","red bull","f1",3,93.494,2018,"americas",5513
"2018usa","eocon","force india","f1",3,94.145,2018,"americas",5513
"2018usa","kraikkonen","ferrari","f1",3,92.307,2018,"americas",5513
"2018usa","lhamilton","mercedes f1","f1",3,92.237,2018,"americas",5513
"2018usa","nhulkenberg","renault","f1",3,94.215,2018,"americas",5513
"2018usa","rgrosjean","haas","f1",3,94.25,2018,"americas",5513
"2018usa","sperez","force india","f1",3,94.594,2018,"americas",5513
"2018usa","svettel","ferrari","f1",3,92.298,2018,"americas",5513
"2018usa","vbottas","mercedes f1","f1",3,92.616,2018,"americas",5513
"2018mexico","bhartley","toro rosso","f1",1,76.682,2018,"mexico city",4304
"2018mexico","cleclerc","sauber","f1",1,76.862,2018,"mexico city",4304
"2018mexico","csainz","renault","f1",1,76.813,2018,"mexico city",4304
"2018mexico","dricciardo","red bull","f1",1,75.866,2018,"mexico city",4304
"2018mexico","eocon","force india","f1",1,76.252,2018,"mexico city",4304
"2018mexico","falonso","mclaren","f1",1,76.857,2018,"mexico city",4304
"2018mexico","kmagnussen","haas","f1",1,77.599,2018,"mexico city",4304
"2018mexico","kraikkonen","ferrari","f1",1,76.446,2018,"mexico city",4304
"2018mexico","lhamilton","mercedes f1","f1",1,75.673,2018,"mexico city",4304
"2018mexico","lstroll","williams","f1",1,77.689,2018,"mexico city",4304
"2018mexico","mericsson","sauber","f1",1,76.701,2018,"mexico city",4304
"2018mexico","mverstappen","red bull","f1",1,75.756,2018,"mexico city",4304
"2018mexico","nhulkenberg","renault","f1",1,76.498,2018,"mexico city",4304
"2018mexico","pgasly","toro rosso","f1",1,76.828,2018,"mexico city",4304
"2018mexico","rgrosjean","haas","f1",1,76.911,2018,"mexico city",4304
"2018mexico","sperez","force india","f1",1,76.242,2018,"mexico city",4304
"2018mexico","ssirotkin","williams","f1",1,77.886,2018,"mexico city",4304
"2018mexico","svandoorne","mclaren","f1",1,76.966,2018,"mexico city",4304
"2018mexico","svettel","ferrari","f1",1,76.089,2018,"mexico city",4304
"2018mexico","vbottas","mercedes f1","f1",1,75.58,2018,"mexico city",4304
"2018mexico","bhartley","toro rosso","f1",2,77.184,2018,"mexico city",4304
"2018mexico","cleclerc","sauber","f1",2,76.32,2018,"mexico city",4304
"2018mexico","csainz","renault","f1",2,76.188,2018,"mexico city",4304
"2018mexico","dricciardo","red bull","f1",2,75.845,2018,"mexico city",4304
"2018mexico","eocon","force india","f1",2,76.844,2018,"mexico city",4304
"2018mexico","falonso","mclaren","f1",2,76.871,2018,"mexico city",4304
"2018mexico","kraikkonen","ferrari","f1",2,75.996,2018,"mexico city",4304
"2018mexico","lhamilton","mercedes f1","f1",2,75.644,2018,"mexico city",4304
"2018mexico","mericsson","sauber","f1",2,76.633,2018,"mexico city",4304
"2018mexico","mverstappen","red bull","f1",2,75.64,2018,"mexico city",4304
"2018mexico","nhulkenberg","renault","f1",2,76.126,2018,"mexico city",4304
"2018mexico","sperez","force india","f1",2,77.167,2018,"mexico city",4304
"2018mexico","svettel","ferrari","f1",2,75.715,2018,"mexico city",4304
"2018mexico","vbottas","mercedes f1","f1",2,75.923,2018,"mexico city",4304
"2018mexico","cleclerc","sauber","f1",3,76.189,2018,"mexico city",4304
"2018mexico","csainz","renault","f1",3,76.084,2018,"mexico city",4304
"2018mexico","dricciardo","red bull","f1",3,74.759,2018,"mexico city",4304
"2018mexico","kraikkonen","ferrari","f1",3,75.33,2018,"mexico city",4304
"2018mexico","lhamilton","mercedes f1","f1",3,74.894,2018,"mexico city",4304
"2018mexico","mericsson","sauber","f1",3,76.513,2018,"mexico city",4304
"2018mexico","mverstappen","red bull","f1",3,74.785,2018,"mexico city",4304
"2018mexico","nhulkenberg","renault","f1",3,75.827,2018,"mexico city",4304
"2018mexico","svettel","ferrari","f1",3,74.97,2018,"mexico city",4304
"2018mexico","vbottas","mercedes f1","f1",3,75.16,2018,"mexico city",4304
