"driver","drivId","vehicle","qualSec","qualiId","series","season","raceNumber","fastestRaceSec","circuit","perim"
"Craig Fleming~Nick Leventis~Lewis Williamson","1982040501~1970017425~1990015626","McLaren","120.93","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Lorenz Frey~Stéphane Ortelli~Albert Costa","1977015367~1970033000~1990050200","Jaguar","121.027","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Marco Seefried~Jonathan Hirschi~Christian Klien","1976021700~1985010134~1983020700","Jaguar","121.06","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Josh Caygill~Hugo de Sadeleer~Jonathan Venter","1989062204~1997071600~1996022000","Audi","121.166","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Pierre Ehret~Rory Penttinen~Rino Mastronardi","1956102200~1979103002~1970016805","Ferrari","121.314","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Oliver Morley~Miguel Toril~Matt Griffin","1970111200~1980017553~1981100100","Mercedes","121.386","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Matthew Simmons~Struan Moore~Matt Parry","1985016494~1995021301~1993015246","Nissan","121.593","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Antonio García~Nico Müller~René Rast","1980060500~1990015388~1986102600","Audi","121.638","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Robert Renauer~Jürgen Häring~Alfred Renauer","1985031503~1980016783~1985031502","Porsche","121.768","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Michele Beretta~Stefano Gattuso~Andrea Piccini","1994015141~1984050300~1978121200","Lamborghini","121.771","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"S.Costantini~Andrea Amici~Dennis Lind","1983052401~1990015661~1990015437","Lamborghini","121.93","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Clément Mateu~Giorgio Maggi~Max van Splunteren","1984019905~1997121801~1996012900","Lamborghini","122.019","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Motoaki Ishikawa~L.Bontempelli~Olivier Beretta","1988015102~1965103101~1969112300","Ferrari","122.126","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Daniele Perfetti~Ludovic Badey~Alex Fontana","1980016772~1980042300~1990015709","Mercedes","122.198","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"J-L.Beaubélique~Nico Bastian~Jules Gounon","1963112300~1990041500~1994123100","Mercedes","122.242","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"R.van der Zande~Félix Serrallés~D.Juncadella","1986021600~1958112000~1991050700","Mercedes","122.379","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Adrian Amstutz~Martin Kodric~Patrick Kujala","1972015161~1997060800~1996051500","Lamborghini","122.676","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Dore Chaponick~Brett Sandberg~Scott Heckert","1996111100~1973015128~1993112101","Mercedes","128.194","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"E.P.Companc~R.Giammaria~Norbert Siedler","1994015301~1977090100~1982122900","Lamborghini","143.347","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Bernard Delhez~Mike Stursberg~Gilles Vannelet","1966081300~1980017248~1960015442","Lamborghini","145.31","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"A.Caldarelli~C.Engelhart~Mirko Bortolotti","1990021400~1986121300~1990011001","Lamborghini","146.495","blancpain~2017~3~1","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Victor Shaytar~Miguel Molina~Davide Rigon","1983021300~1989021700~1986082600","Ferrari","117.607","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Jimmy Eriksson~Maximilian Buhk~Franck Perera","1990015645~1992120900~1984062100","Mercedes","117.674","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Pasin Lathouras~Michele Rugolo~A.P.Guidi","1991015229~1982083100~1984010110","Ferrari","117.744","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Marco Seefried~Jonathan Hirschi~Christian Klien","1976021700~1985010134~1983020700","Jaguar","117.776","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Luca Stolz~A.Christodoulou~Yelmer Buurman","1995072900~1989061100~1987021900","Mercedes","117.785","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"G.Fisichella~Marco Cioci~James Calado","1973011400~1975092600~1989061300","Ferrari","117.785","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Edward Sandström~Fabian Schiller~Dominik Baumann","1979010400~1997052400~1990015641","Mercedes","117.929","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Lorenz Frey~Stéphane Ortelli~Albert Costa","1977015367~1970033000~1990050200","Jaguar","118.049","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Matthew Simmons~Struan Moore~Matt Parry","1985016494~1995021301~1993015246","Nissan","118.07","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Marcel Fässler~Will Stevens~Dries Vanthoor","1976052700~1990015628~1998015241","Audi","118.186","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"E.P.Companc~R.Giammaria~Norbert Siedler","1994015301~1977090100~1982122900","Lamborghini","118.245","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"R.van der Zande~Félix Serrallés~D.Juncadella","1986021600~1958112000~1991050700","Mercedes","118.34","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"M.Broniszewski~Andrea Rizzoli~Matteo Cressoni","1975015641~1993015263~1984102800","Ferrari","118.363","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Lucas Ordóñez~Alex Buncombe~Katsumasa Chiyo","1970017630~1981082800~1987120900","Nissan","118.462","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Maxime Martin~Alexander Sims~Philipp Eng","1970015035~1989062202~1988010295","BMW","118.493","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"J-L.Beaubélique~Nico Bastian~Jules Gounon","1963112300~1990041500~1994123100","Mercedes","118.587","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"S.Richelmi~N.Berthon~Benoît Tréluyer","1990015117~1990015339~1976120700","Audi","118.593","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"C.Krognes~Mikkel Jensen~Nico Menzel","1990051101~1994123101~1985016225","BMW","118.668","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"P.Schothorst~F.Vervisch~Christopher Mies","1992012101~1986081000~1989052401","Audi","118.751","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Michele Beretta~Stefano Gattuso~Andrea Piccini","1994015141~1984050300~1978121200","Lamborghini","118.807","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Sam Tordoff~David Fumanelli~Jonny Kane","1989041900~1990015362~1973051400","McLaren","118.845","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Tom Blomqvist~Bruno Spengler~Markus Palttala","1993113000~1983082300~1977081600","BMW","118.874","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Daniele Perfetti~Ludovic Badey~Alex Fontana","1980016772~1980042300~1990015709","Mercedes","118.976","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Motoaki Ishikawa~L.Bontempelli~Olivier Beretta","1988015102~1965103101~1969112300","Ferrari","118.98","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"S.Costantini~Andrea Amici~Dennis Lind","1983052401~1990015661~1990015437","Lamborghini","119.078","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"A.Mattschull~Rinat Salikhov~Matteo Malucelli","1972030200~1978015674~1984102700","Ferrari","119.138","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Kenneth Heyer~Indy Dontje~P.Assenheimer","1979112200~1992112100~1973015242","Mercedes","119.287","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"B.Baguette~G.Venturini~Marco Mapelli","1986022301~1990015633~1985010135","Lamborghini","119.344","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Andy Soucek~Maxime Soulet~Vincent Abril","1985061400~1983072600~1989015195","Bentley","119.425","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Josh Caygill~Hugo de Sadeleer~Jonathan Venter","1989062204~1997071600~1996022000","Audi","119.522","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"F.Albuquerque~Clemens Schmid~Filip Salaquarda","1985061300~1991015258~1984111100","Audi","119.556","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Anthony Liu~Davide Rizzo~Toni Vilander","1978015118~1971015331~1980072500","Ferrari","119.624","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Edoardo Mortara~Michael Meadows~R.Marciello","1988010183~1987091100~1994121700","Mercedes","119.662","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Jamie Green~K.van der Linde~Frank Stippler","1982061400~1996062001~1975040900","Audi","119.687","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Guy Smith~Oliver Jarvis~Steven Kane","1975091200~1984010900~1980060501","Bentley","119.851","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Bernard Delhez~Mike Stursberg~Gilles Vannelet","1966081300~1980017248~1960015442","Lamborghini","119.903","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Pierre Ehret~Rory Penttinen~Rino Mastronardi","1956102200~1979103002~1970016805","Ferrari","119.919","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Niek Hommerson~Louis Machiels~Andrea Bertolini","1965015169~1970017672~1973120100","Ferrari","119.955","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Ben Barnicoat~Rob Bell~Côme Ledogar","1996122000~1979043000~1991052300","McLaren","120.043","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Oliver Morley~Miguel Toril~Matt Griffin","1970111200~1980017553~1981100100","Mercedes","120.051","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Antonio García~Nico Müller~René Rast","1980060500~1990015388~1986102600","Audi","120.157","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Gabriele Piana~Hubert Haupt~Maro Engel","1988015950~1969043000~1985082700","Mercedes","120.402","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"C.Haase~M.Winkelhock~Peter Terting","1970015550~1980061300~1984021900","Audi","120.523","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Nicolas Pohler~Luca Filippi~F.Crestani","1996015110~1985080900~1985010394","Lamborghini","120.532","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Clément Mateu~Giorgio Maggi~Max van Splunteren","1984019905~1997121801~1996012900","Lamborghini","120.569","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Jacques Duyver~Marco Zanuttini~David Perel","1989015477~1987019013~1980017676","Ferrari","120.606","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Stuart Leonard~Jake Dennis~Robin Frijns","1970017795~1995061600~1991080701","Audi","120.743","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"H.Walkenhorst~David Schiwietz~S.Vancampenhoudt","1963015109~1988091900~1965015216","BMW","120.76","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Adrian Amstutz~Martin Kodric~Patrick Kujala","1972015161~1997060800~1996051500","Lamborghini","120.885","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Robert Renauer~Jürgen Häring~Alfred Renauer","1985031503~1980016783~1985031502","Porsche","121.029","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Leo Machitski~Miguel Ramos~Richard Abra","1980015152~1971092601~1988101201","Lamborghini","122.703","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Dore Chaponick~Brett Sandberg~Scott Heckert","1996111100~1973015128~1993112101","Mercedes","122.752","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Ahmad Al Harthy~Salih Yoluc~Jonny Adam","1981083100~1985082201~1984090400","Aston Martin","122.773","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Andrew Watson~Dean Stoneman~Jazeman Jaafar","1995012100~1990072400~1992111300","McLaren","125.11","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Craig Fleming~Nick Leventis~Lewis Williamson","1982040501~1970017425~1990015626","McLaren","128.595","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Caitlin Wood~M.Helistekangas~Tomas Enge","1997011500~1995021503~1976091100","Lamborghini","130.234","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"A.Caldarelli~C.Engelhart~Mirko Bortolotti","1990021400~1986121300~1990011001","Lamborghini","140.352","blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Grégory Guilvert~C.Kelders~Marc Rostan","1980016550~1970015021~1963113000","Audi",NA,"blancpain~2017~3~2","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Luca Stolz~A.Christodoulou~Yelmer Buurman","1995072900~1989061100~1987021900","Mercedes","116.442","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Victor Shaytar~Miguel Molina~Davide Rigon","1983021300~1989021700~1986082600","Ferrari","116.473","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Pasin Lathouras~Michele Rugolo~A.P.Guidi","1991015229~1982083100~1984010110","Ferrari","116.599","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Lorenz Frey~Stéphane Ortelli~Albert Costa","1977015367~1970033000~1990050200","Jaguar","116.659","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Jimmy Eriksson~Maximilian Buhk~Franck Perera","1990015645~1992120900~1984062100","Mercedes","116.721","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Guy Smith~Oliver Jarvis~Steven Kane","1975091200~1984010900~1980060501","Bentley","116.806","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"G.Fisichella~Marco Cioci~James Calado","1973011400~1975092600~1989061300","Ferrari","116.975","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Andy Soucek~Maxime Soulet~Vincent Abril","1985061400~1983072600~1989015195","Bentley","117.064","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"R.van der Zande~Félix Serrallés~D.Juncadella","1986021600~1958112000~1991050700","Mercedes","117.107","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Antonio García~Nico Müller~René Rast","1980060500~1990015388~1986102600","Audi","117.166","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Marco Seefried~Jonathan Hirschi~Christian Klien","1976021700~1985010134~1983020700","Jaguar","117.179","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Maxime Martin~Alexander Sims~Philipp Eng","1970015035~1989062202~1988010295","BMW","117.185","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Stuart Leonard~Jake Dennis~Robin Frijns","1970017795~1995061600~1991080701","Audi","117.217","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"M.Broniszewski~Andrea Rizzoli~Matteo Cressoni","1975015641~1993015263~1984102800","Ferrari","117.221","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Anthony Liu~Davide Rizzo~Toni Vilander","1978015118~1971015331~1980072500","Ferrari","117.23","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"A.Mattschull~Rinat Salikhov~Matteo Malucelli","1972030200~1978015674~1984102700","Ferrari","117.236","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Edward Sandström~Fabian Schiller~Dominik Baumann","1979010400~1997052400~1990015641","Mercedes","117.249","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Ahmad Al Harthy~Salih Yoluc~Jonny Adam","1981083100~1985082201~1984090400","Aston Martin","117.314","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Edoardo Mortara~Michael Meadows~R.Marciello","1988010183~1987091100~1994121700","Mercedes","117.368","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"A.Caldarelli~C.Engelhart~Mirko Bortolotti","1990021400~1986121300~1990011001","Lamborghini","117.441","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Daniele Perfetti~Ludovic Badey~Alex Fontana","1980016772~1980042300~1990015709","Mercedes","117.445","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"P.Schothorst~F.Vervisch~Christopher Mies","1992012101~1986081000~1989052401","Audi","117.448","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"J-L.Beaubélique~Nico Bastian~Jules Gounon","1963112300~1990041500~1994123100","Mercedes","117.462","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Tom Blomqvist~Bruno Spengler~Markus Palttala","1993113000~1983082300~1977081600","BMW","117.475","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Matthew Simmons~Struan Moore~Matt Parry","1985016494~1995021301~1993015246","Nissan","117.489","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Gabriele Piana~Hubert Haupt~Maro Engel","1988015950~1969043000~1985082700","Mercedes","117.493","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Robert Renauer~Jürgen Häring~Alfred Renauer","1985031503~1980016783~1985031502","Porsche","117.512","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"F.Albuquerque~Clemens Schmid~Filip Salaquarda","1985061300~1991015258~1984111100","Audi","117.551","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Jamie Green~K.van der Linde~Frank Stippler","1982061400~1996062001~1975040900","Audi","117.599","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Adrian Amstutz~Martin Kodric~Patrick Kujala","1972015161~1997060800~1996051500","Lamborghini","117.661","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Ben Barnicoat~Rob Bell~Côme Ledogar","1996122000~1979043000~1991052300","McLaren","117.666","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Lucas Ordóñez~Alex Buncombe~Katsumasa Chiyo","1970017630~1981082800~1987120900","Nissan","117.669","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"C.Haase~M.Winkelhock~Peter Terting","1970015550~1980061300~1984021900","Audi","117.684","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Sam Tordoff~David Fumanelli~Jonny Kane","1989041900~1990015362~1973051400","McLaren","117.696","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"C.Krognes~Mikkel Jensen~Nico Menzel","1990051101~1994123101~1985016225","BMW","117.82","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Andrew Watson~Dean Stoneman~Jazeman Jaafar","1995012100~1990072400~1992111300","McLaren","117.825","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"B.Baguette~G.Venturini~Marco Mapelli","1986022301~1990015633~1985010135","Lamborghini","117.921","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Caitlin Wood~M.Helistekangas~Tomas Enge","1997011500~1995021503~1976091100","Lamborghini","117.922","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Marcel Fässler~Will Stevens~Dries Vanthoor","1976052700~1990015628~1998015241","Audi","117.935","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Craig Fleming~Nick Leventis~Lewis Williamson","1982040501~1970017425~1990015626","McLaren","118.002","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Motoaki Ishikawa~L.Bontempelli~Olivier Beretta","1988015102~1965103101~1969112300","Ferrari","118.017","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Oliver Morley~Miguel Toril~Matt Griffin","1970111200~1980017553~1981100100","Mercedes","118.022","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Kenneth Heyer~Indy Dontje~P.Assenheimer","1979112200~1992112100~1973015242","Mercedes","118.069","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Grégory Guilvert~C.Kelders~Marc Rostan","1980016550~1970015021~1963113000","Audi","118.137","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Nicolas Pohler~Luca Filippi~F.Crestani","1996015110~1985080900~1985010394","Lamborghini","118.137","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Pierre Ehret~Rory Penttinen~Rino Mastronardi","1956102200~1979103002~1970016805","Ferrari","118.176","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Niek Hommerson~Louis Machiels~Andrea Bertolini","1965015169~1970017672~1973120100","Ferrari","118.233","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"S.Costantini~Andrea Amici~Dennis Lind","1983052401~1990015661~1990015437","Lamborghini","118.238","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"S.Richelmi~N.Berthon~Benoît Tréluyer","1990015117~1990015339~1976120700","Audi","118.252","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Clément Mateu~Giorgio Maggi~Max van Splunteren","1984019905~1997121801~1996012900","Lamborghini","118.256","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Michele Beretta~Stefano Gattuso~Andrea Piccini","1994015141~1984050300~1978121200","Lamborghini","118.334","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Jacques Duyver~Marco Zanuttini~David Perel","1989015477~1987019013~1980017676","Ferrari","118.496","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Leo Machitski~Miguel Ramos~Richard Abra","1980015152~1971092601~1988101201","Lamborghini","118.545","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Josh Caygill~Hugo de Sadeleer~Jonathan Venter","1989062204~1997071600~1996022000","Audi","118.608","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Dore Chaponick~Brett Sandberg~Scott Heckert","1996111100~1973015128~1993112101","Mercedes","118.797","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"E.P.Companc~R.Giammaria~Norbert Siedler","1994015301~1977090100~1982122900","Lamborghini","119.574","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Bernard Delhez~Mike Stursberg~Gilles Vannelet","1966081300~1980017248~1960015442","Lamborghini","120.214","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"H.Walkenhorst~David Schiwietz~S.Vancampenhoudt","1963015109~1988091900~1965015216","BMW","123.181","blancpain~2017~3~3","blancpain",2017,3,117.921,"Paul Ricard","5791"
"Edoardo Mortara~Michael Meadows~R.Marciello","1988010183~1987091100~1994121700","Mercedes","138.562","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"C.De Phillippi~Christopher Mies~F.Vervisch","1992122500~1989052401~1986081000","Audi","138.675","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"G.Fisichella~Marco Cioci~James Calado","1973011400~1975092600~1989061300","Ferrari","138.723","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Félix Serrallés~D.Juncadella~Tristan Vautier","1958112000~1991050700~1990015112","Mercedes","138.749","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Maxime Soulet~Vincent Abril~Andy Soucek","1983072600~1989015195~1985061400","Bentley","138.822","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Ahmad Al Harthy~Salih Yoluc~Jonny Adam~Euan Hankey","1981083100~1985082201~1984090400~1987031800","Aston Martin","138.909","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Jimmy Eriksson~Maximilian Buhk~Franck Perera","1990015645~1992120900~1984062100","Mercedes","138.944","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Lorenz Frey~Stéphane Ortelli~Albert Costa","1977015367~1970033000~1990050200","Jaguar","138.945","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Philipp Eng~Maxime Martin~Alexander Sims","1988010295~1970015035~1989062202","BMW","138.949","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Pasin Lathouras~Michele Rugolo~A.P.Guidi","1991015229~1982083100~1984010110","Ferrari","138.96","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"F.Albuquerque~Clemens Schmid~Filip Salaquarda","1985061300~1991015258~1984111100","Audi","138.977","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Pierre Kaffer~Frank Stippler~K.van der Linde","1976110700~1975040900~1996062001","Audi","139.003","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Guy Smith~Steven Kane~Oliver Jarvis","1975091200~1980060501~1984010900","Bentley","139.012","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Antonio García~Nico Müller~René Rast","1980060500~1990015388~1986102600","Audi","139.012","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"Kévin Estre~M.Christensen~Laurens Vanthoor","1990015111~1990082801~1991050800","Porsche","139.02","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
"C.Haase~Jules Gounon~M.Winkelhock","1970015550~1994123100~1980061300","Audi","139.026","blancpain~2017~4~1","blancpain",2017,4,139.756,"Spa-Francorchamps","7004"
