"covshAddress","perim","circuit","raceNumber","series","season","numQual","fetchit","isOval","multiDriver","fastestRaceSec"
"gp.php?l=0&d=11&r=20151101&c=0","2897","St. Petersburg",1,"indycar",2015,4,TRUE,FALSE,FALSE,61.86
"gp.php?l=0&d=11&r=20151102&c=0","4410","NOLA",2,"indycar",2015,4,TRUE,FALSE,FALSE,88.558
"gp.php?l=0&d=11&r=20151103&c=0","3167","Long Beach",3,"indycar",2015,4,TRUE,FALSE,FALSE,68.096
"gp.php?l=0&d=11&r=20151104&c=0","3701","Barber",4,"indycar",2015,4,TRUE,FALSE,FALSE,69.718
"gp.php?l=0&d=11&r=20151105&c=0","3925","Indianapolis",5,"indycar",2015,4,TRUE,FALSE,FALSE,70.86
"gp.php?l=0&d=11&r=20151106&c=0","4023","Indianapolis",6,"indycar",2015,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20151107&c=0","3782","Belle Isle",7,"indycar",2015,4,TRUE,FALSE,FALSE,79.872
"gp.php?l=0&d=11&r=20151108&c=0","3782","Belle Isle",8,"indycar",2015,4,TRUE,FALSE,FALSE,77.913
"gp.php?l=0&d=11&r=20151109&c=0","2342","Texas",9,"indycar",2015,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20151110&c=0","2824","Toronto",10,"indycar",2015,4,TRUE,FALSE,FALSE,60.065
"gp.php?l=0&d=11&r=20151111&c=0","3219","Fontana",11,"indycar",2015,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20151112&c=0","1633","Milwaukee",12,"indycar",2015,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20151113&c=0","1439","Iowa",13,"indycar",2015,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20151114&c=0","3634","Mid-Ohio",14,"indycar",2015,4,TRUE,FALSE,FALSE,66.348
"gp.php?l=0&d=11&r=20151115&c=0","4023","Pocono",15,"indycar",2015,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20151116&c=0","3838","Infineon",16,"indycar",2015,4,TRUE,FALSE,FALSE,79.491
"gp.php?l=0&d=11&r=20161101&c=0","2897","St. Petersburg",1,"indycar",2016,4,TRUE,FALSE,FALSE,62.23
"gp.php?l=0&d=11&r=20161102&c=0","1645","Phoenix-IR",2,"indycar",2016,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20161103&c=0","3167","Long Beach",3,"indycar",2016,4,TRUE,FALSE,FALSE,67.666
"gp.php?l=0&d=11&r=20161104&c=0","3701","Barber",4,"indycar",2016,4,TRUE,FALSE,FALSE,68.453
"gp.php?l=0&d=11&r=20161105&c=0","3925","Indianapolis",5,"indycar",2016,4,TRUE,FALSE,FALSE,69.553
"gp.php?l=0&d=11&r=20161106&c=0","4023","Indianapolis",6,"indycar",2016,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20161107&c=0","3782","Belle Isle",7,"indycar",2016,4,TRUE,FALSE,FALSE,74.667
"gp.php?l=0&d=11&r=20161108&c=0","3782","Belle Isle",8,"indycar",2016,4,TRUE,FALSE,FALSE,74.556
"gp.php?l=0&d=11&r=20161109&c=0","6460","Road America",9,"indycar",2016,4,TRUE,FALSE,FALSE,104.119
"gp.php?l=0&d=11&r=20161110&c=0","1439","Iowa",10,"indycar",2016,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20161111&c=0","2874","Toronto",11,"indycar",2016,4,TRUE,FALSE,FALSE,60.812
"gp.php?l=0&d=11&r=20161112&c=0","3634","Mid-Ohio",12,"indycar",2016,4,TRUE,FALSE,FALSE,65.26
"gp.php?l=0&d=11&r=20161113&c=0","4023","Pocono",13,"indycar",2016,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20161114&c=0","2342","Texas",14,"indycar",2016,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20161115&c=0","5423","Watkins Glen",15,"indycar",2016,4,TRUE,FALSE,FALSE,83.943
"gp.php?l=0&d=11&r=20161116&c=0","3838","Infineon",16,"indycar",2016,4,TRUE,FALSE,FALSE,79.262
"gp.php?l=0&d=11&r=20171101&c=0","2897","St. Petersburg",1,"indycar",2017,4,TRUE,FALSE,FALSE,62.078
"gp.php?l=0&d=11&r=20171102&c=0","3167","Long Beach",2,"indycar",2017,4,TRUE,FALSE,FALSE,67.769
"gp.php?l=0&d=11&r=20171103&c=0","3701","Barber",3,"indycar",2017,4,TRUE,FALSE,FALSE,68.276
"gp.php?l=0&d=11&r=20171104&c=0","1645","Phoenix-IR",4,"indycar",2017,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20171105&c=0","3925","Indianapolis",5,"indycar",2017,4,TRUE,FALSE,FALSE,69.388
"gp.php?l=0&d=11&r=20171106&c=0","4023","Indianapolis",6,"indycar",2017,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20171107&c=0","3782","Belle Isle",7,"indycar",2017,4,TRUE,FALSE,FALSE,74.206
"gp.php?l=0&d=11&r=20171108&c=0","3782","Belle Isle",8,"indycar",2017,4,TRUE,FALSE,FALSE,74.638
"gp.php?l=0&d=11&r=20171109&c=0","2317","Texas",9,"indycar",2017,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20171110&c=0","6460","Road America",10,"indycar",2017,4,TRUE,FALSE,FALSE,103.465
"gp.php?l=0&d=11&r=20171111&c=0","1439","Iowa",11,"indycar",2017,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20171112&c=0","2874","Toronto",12,"indycar",2017,4,TRUE,FALSE,FALSE,60.235
"gp.php?l=0&d=11&r=20171113&c=0","3634","Mid-Ohio",13,"indycar",2017,4,TRUE,FALSE,FALSE,65.969
"gp.php?l=0&d=11&r=20171114&c=0","4023","Pocono",14,"indycar",2017,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20171115&c=0","2012","Gateway",15,"indycar",2017,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20171116&c=0","5423","Watkins Glen",16,"indycar",2017,4,TRUE,FALSE,FALSE,83.916
"gp.php?l=0&d=11&r=20171117&c=0","3838","Infineon",17,"indycar",2017,4,TRUE,FALSE,FALSE,78.357
"gp.php?l=0&d=11&r=20181101&c=0","2897","St. Petersburg",1,"indycar",2018,4,TRUE,FALSE,FALSE,61.724
"gp.php?l=0&d=11&r=20181102&c=0","1645","Phoenix-IR",2,"indycar",2018,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20181103&c=0","3167","Long Beach",3,"indycar",2018,4,TRUE,FALSE,FALSE,67.551
"gp.php?l=0&d=11&r=20181104&c=0","3701","Barber",4,"indycar",2018,4,TRUE,FALSE,FALSE,69.818
"gp.php?l=0&d=11&r=20181105&c=0","3925","Indianapolis",5,"indycar",2018,4,TRUE,FALSE,FALSE,70.568
"gp.php?l=0&d=11&r=20181106&c=0","4023","Indianapolis",6,"indycar",2018,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20181107&c=0","3782","Belle Isle",7,"indycar",2018,4,TRUE,FALSE,FALSE,75.804
"gp.php?l=0&d=11&r=20181108&c=0","3782","Belle Isle",8,"indycar",2018,4,TRUE,FALSE,FALSE,75.059
"gp.php?l=0&d=11&r=20181109&c=0","2317","Texas",9,"indycar",2018,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20181110&c=0","6460","Road America",10,"indycar",2018,4,TRUE,FALSE,FALSE,105.242
"gp.php?l=0&d=11&r=20181111&c=0","1439","Iowa",11,"indycar",2018,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20181112&c=0","2874","Toronto",12,"indycar",2018,4,TRUE,FALSE,FALSE,59.714
"gp.php?l=0&d=11&r=20181113&c=0","3634","Mid-Ohio",13,"indycar",2018,4,TRUE,FALSE,FALSE,66.726
"gp.php?l=0&d=11&r=20181114&c=0","4023","Pocono",14,"indycar",2018,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20181115&c=0","2012","Gateway",15,"indycar",2018,4,FALSE,TRUE,FALSE,NA
"gp.php?l=0&d=11&r=20181116&c=0","3161","Portland",16,"indycar",2018,4,TRUE,FALSE,FALSE,58.74
"gp.php?l=0&d=11&r=20181117&c=0","3838","Infineon",17,"indycar",2018,4,TRUE,FALSE,FALSE,79.864
"gp.php?l=0&d=303&r=20153031&c=0","5807","Suzuka",1,"fnippon",2015,3,TRUE,FALSE,FALSE,100.912
"gp.php?l=0&d=303&r=20153032&c=0","3703","TI Aida",2,"fnippon",2015,3,TRUE,FALSE,FALSE,77.043
"gp.php?l=0&d=303&r=20153033&c=0","4563","Fuji",3,"fnippon",2015,3,TRUE,FALSE,FALSE,85.917
"gp.php?l=0&d=303&r=20153034&c=0","4801.379","Motegi",4,"fnippon",2015,3,TRUE,FALSE,FALSE,94.975
"gp.php?l=0&d=303&r=20153035&c=0","4674","Autopolis",5,"fnippon",2015,3,TRUE,FALSE,FALSE,90.499
"gp.php?l=0&d=303&r=20153036&c=0","3704.256","Sugo",6,"fnippon",2015,3,TRUE,FALSE,FALSE,67.472
"gp.php?l=0&d=303&r=20153037&c=0","5807","Suzuka",7,"fnippon",2015,3,TRUE,FALSE,FALSE,115.401
"gp.php?l=0&d=303&r=20153038&c=0","5807","Suzuka",8,"fnippon",2015,3,TRUE,FALSE,FALSE,115.809
"gp.php?l=0&d=303&r=20163031&c=0","5807","Suzuka",1,"fnippon",2016,3,TRUE,FALSE,FALSE,101.167
"gp.php?l=0&d=303&r=20163032&c=0","3703","TI Aida",2,"fnippon",2016,3,TRUE,FALSE,FALSE,130.96
"gp.php?l=0&d=303&r=20163033&c=0","4563","Fuji",3,"fnippon",2016,3,TRUE,FALSE,FALSE,85.759
"gp.php?l=0&d=303&r=20163034&c=0","4801.379","Motegi",4,"fnippon",2016,3,TRUE,FALSE,FALSE,96.444
"gp.php?l=0&d=303&r=20163035&c=0","3703","TI Aida",5,"fnippon",2016,3,TRUE,FALSE,FALSE,77.353
"gp.php?l=0&d=303&r=20163036&c=0","3703","TI Aida",6,"fnippon",2016,3,TRUE,FALSE,FALSE,77.232
"gp.php?l=0&d=303&r=20163037&c=0","3704.256","Sugo",7,"fnippon",2016,3,TRUE,FALSE,FALSE,67.736
"gp.php?l=0&d=303&r=20163038&c=0","5807","Suzuka",8,"fnippon",2016,3,TRUE,FALSE,FALSE,100.221
"gp.php?l=0&d=303&r=20163039&c=0","5807","Suzuka",9,"fnippon",2016,3,TRUE,FALSE,FALSE,99.712
"gp.php?l=0&d=303&r=20173031&c=0","5807","Suzuka",1,"fnippon",2017,3,TRUE,FALSE,FALSE,100.404
"gp.php?l=0&d=303&r=20173032&c=0","3703","TI Aida",2,"fnippon",2017,3,TRUE,FALSE,FALSE,75.072
"gp.php?l=0&d=303&r=20173033&c=0","3703","TI Aida",3,"fnippon",2017,3,TRUE,FALSE,FALSE,75.631
"gp.php?l=0&d=303&r=20173034&c=0","4563","Fuji",4,"fnippon",2017,3,TRUE,FALSE,FALSE,85.581
"gp.php?l=0&d=303&r=20173035&c=0","4801.379","Motegi",5,"fnippon",2017,3,TRUE,FALSE,FALSE,94.259
"gp.php?l=0&d=303&r=20173036&c=0","4674","Autopolis",6,"fnippon",2017,3,TRUE,FALSE,FALSE,90.197
"gp.php?l=0&d=303&r=20173037&c=0","3704.256","Sugo",7,"fnippon",2017,3,TRUE,FALSE,FALSE,67.697
"gp.php?l=0&d=303&r=20173038&c=0","5807","Suzuka",8,"fnippon",2017,3,TRUE,FALSE,FALSE,NA
"gp.php?l=0&d=303&r=20173039&c=0","5807","Suzuka",9,"fnippon",2017,3,TRUE,FALSE,FALSE,NA
"gp.php?l=0&d=303&r=20183031&c=0","5807","Suzuka",1,"fnippon",2018,3,TRUE,FALSE,FALSE,102.235
"gp.php?l=0&d=303&r=20183032&c=0","4674","Autopolis",2,"fnippon",2018,3,TRUE,FALSE,FALSE,NA
"gp.php?l=0&d=303&r=20183033&c=0","3704.256","Sugo",3,"fnippon",2018,3,TRUE,FALSE,FALSE,66.3
"gp.php?l=0&d=303&r=20183034&c=0","4563","Fuji",4,"fnippon",2018,3,TRUE,FALSE,FALSE,85.682
"gp.php?l=0&d=303&r=20183035&c=0","4801.379","Motegi",5,"fnippon",2018,3,TRUE,FALSE,FALSE,94.758
"gp.php?l=0&d=303&r=20183036&c=0","3703","TI Aida",6,"fnippon",2018,3,TRUE,FALSE,FALSE,89.507
"gp.php?l=0&d=303&r=20183037&c=0","5807","Suzuka",7,"fnippon",2018,3,TRUE,FALSE,FALSE,101.205
"gp.php?l=0&d=72&r=20157201&c=0","4574","Hockenheim",1,"dtm",2015,1,TRUE,FALSE,FALSE,94.751
"gp.php?l=0&d=72&r=20157202&c=0","4574","Hockenheim",2,"dtm",2015,1,TRUE,FALSE,FALSE,95.766
"gp.php?l=0&d=72&r=20157203&c=0","3478","Lausitzring",3,"dtm",2015,1,TRUE,FALSE,FALSE,78.599
"gp.php?l=0&d=72&r=20157204&c=0","3478","Lausitzring",4,"dtm",2015,1,TRUE,FALSE,FALSE,78.504
"gp.php?l=0&d=72&r=20157205&c=0","2300","Norisring",5,"dtm",2015,1,TRUE,FALSE,FALSE,49.297
"gp.php?l=0&d=72&r=20157206&c=0","2300","Norisring",6,"dtm",2015,1,TRUE,FALSE,FALSE,48.178
"gp.php?l=0&d=72&r=20157207&c=0","4307","Zandvoort",7,"dtm",2015,1,TRUE,FALSE,FALSE,93.462
"gp.php?l=0&d=72&r=20157208&c=0","4307","Zandvoort",8,"dtm",2015,1,TRUE,FALSE,FALSE,93.635
"gp.php?l=0&d=72&r=20157209&c=0","4326","Red Bull Ring",9,"dtm",2015,1,TRUE,FALSE,FALSE,85.632
"gp.php?l=0&d=72&r=20157210&c=0","4326","Red Bull Ring",10,"dtm",2015,1,TRUE,FALSE,FALSE,101.547
"gp.php?l=0&d=72&r=20157211&c=0","3931","Moscow",11,"dtm",2015,1,TRUE,FALSE,FALSE,89.891
"gp.php?l=0&d=72&r=20157212&c=0","3931","Moscow",12,"dtm",2015,1,TRUE,FALSE,FALSE,89.87
"gp.php?l=0&d=72&r=20157213&c=0","3696","Oschersleben",13,"dtm",2015,1,TRUE,FALSE,FALSE,82.245
"gp.php?l=0&d=72&r=20157214&c=0","3696","Oschersleben",14,"dtm",2015,1,TRUE,FALSE,FALSE,82.388
"gp.php?l=0&d=72&r=20157215&c=0","3629","Nurburgring",15,"dtm",2015,1,TRUE,FALSE,FALSE,83.502
"gp.php?l=0&d=72&r=20157216&c=0","3629","Nurburgring",16,"dtm",2015,1,TRUE,FALSE,FALSE,83.417
"gp.php?l=0&d=72&r=20157217&c=0","4574","Hockenheim",17,"dtm",2015,1,TRUE,FALSE,FALSE,94.364
"gp.php?l=0&d=72&r=20157218&c=0","4574","Hockenheim",18,"dtm",2015,1,TRUE,FALSE,FALSE,94.086
"gp.php?l=0&d=72&r=20167201&c=0","4574","Hockenheim",1,"dtm",2016,1,TRUE,FALSE,FALSE,95.465
"gp.php?l=0&d=72&r=20167202&c=0","4574","Hockenheim",2,"dtm",2016,1,TRUE,FALSE,FALSE,95.335
"gp.php?l=0&d=72&r=20167203&c=0","4326","Red Bull Ring",3,"dtm",2016,1,TRUE,FALSE,FALSE,83.442
"gp.php?l=0&d=72&r=20167204&c=0","4326","Red Bull Ring",4,"dtm",2016,1,TRUE,FALSE,FALSE,83.446
"gp.php?l=0&d=72&r=20167205&c=0","3478","Lausitzring",5,"dtm",2016,1,TRUE,FALSE,FALSE,78.149
"gp.php?l=0&d=72&r=20167206&c=0","3478","Lausitzring",6,"dtm",2016,1,TRUE,FALSE,FALSE,77.84
"gp.php?l=0&d=72&r=20167207&c=0","2300","Norisring",7,"dtm",2016,1,TRUE,FALSE,FALSE,48.746
"gp.php?l=0&d=72&r=20167208&c=0","2300","Norisring",8,"dtm",2016,1,TRUE,FALSE,FALSE,48.328
"gp.php?l=0&d=72&r=20167209&c=0","4307","Zandvoort",9,"dtm",2016,1,TRUE,FALSE,FALSE,92.841
"gp.php?l=0&d=72&r=20167210&c=0","4307","Zandvoort",10,"dtm",2016,1,TRUE,FALSE,FALSE,93.087
"gp.php?l=0&d=72&r=20167211&c=0","3931","Moscow",11,"dtm",2016,1,TRUE,FALSE,FALSE,108.22
"gp.php?l=0&d=72&r=20167212&c=0","3931","Moscow",12,"dtm",2016,1,TRUE,FALSE,FALSE,90.269
"gp.php?l=0&d=72&r=20167213&c=0","3629","Nurburgring",13,"dtm",2016,1,TRUE,FALSE,FALSE,84.468
"gp.php?l=0&d=72&r=20167214&c=0","3629","Nurburgring",14,"dtm",2016,1,TRUE,FALSE,FALSE,84.103
"gp.php?l=0&d=72&r=20167215&c=0","4381","Hungaroring",15,"dtm",2016,1,TRUE,FALSE,FALSE,96.959
"gp.php?l=0&d=72&r=20167216&c=0","4381","Hungaroring",16,"dtm",2016,1,TRUE,FALSE,FALSE,96.538
"gp.php?l=0&d=72&r=20167217&c=0","4574","Hockenheim",17,"dtm",2016,1,TRUE,FALSE,FALSE,94.5
"gp.php?l=0&d=72&r=20167218&c=0","4574","Hockenheim",18,"dtm",2016,1,TRUE,FALSE,FALSE,94.659
"gp.php?l=0&d=72&r=20177201&c=0","4574","Hockenheim",1,"dtm",2017,1,TRUE,FALSE,FALSE,93.201
"gp.php?l=0&d=72&r=20177202&c=0","4574","Hockenheim",2,"dtm",2017,1,TRUE,FALSE,FALSE,93.614
"gp.php?l=0&d=72&r=20177203&c=0","3478","Lausitzring",3,"dtm",2017,1,TRUE,FALSE,FALSE,77.343
"gp.php?l=0&d=72&r=20177204&c=0","3478","Lausitzring",4,"dtm",2017,1,TRUE,FALSE,FALSE,77.098
"gp.php?l=0&d=72&r=20177205&c=0","4381","Hungaroring",5,"dtm",2017,1,TRUE,FALSE,FALSE,97.101
"gp.php?l=0&d=72&r=20177206&c=0","4381","Hungaroring",6,"dtm",2017,1,TRUE,FALSE,FALSE,96.725
"gp.php?l=0&d=72&r=20177207&c=0","2300","Norisring",7,"dtm",2017,1,TRUE,FALSE,FALSE,48.345
"gp.php?l=0&d=72&r=20177208&c=0","2300","Norisring",8,"dtm",2017,1,TRUE,FALSE,FALSE,47.846
"gp.php?l=0&d=72&r=20177209&c=0","3931","Moscow",9,"dtm",2017,1,TRUE,FALSE,FALSE,89.573
"gp.php?l=0&d=72&r=20177210&c=0","3931","Moscow",10,"dtm",2017,1,TRUE,FALSE,FALSE,88.436
"gp.php?l=0&d=72&r=20177211&c=0","4307","Zandvoort",11,"dtm",2017,1,TRUE,FALSE,FALSE,90.16
"gp.php?l=0&d=72&r=20177212&c=0","4307","Zandvoort",12,"dtm",2017,1,TRUE,FALSE,FALSE,89.168
"gp.php?l=0&d=72&r=20177213&c=0","3629","Nurburgring",13,"dtm",2017,1,TRUE,FALSE,FALSE,91.42
"gp.php?l=0&d=72&r=20177214&c=0","3629","Nurburgring",14,"dtm",2017,1,TRUE,FALSE,FALSE,82.308
"gp.php?l=0&d=72&r=20177215&c=0","4318","Red Bull Ring",15,"dtm",2017,1,TRUE,FALSE,FALSE,83.742
"gp.php?l=0&d=72&r=20177216&c=0","4318","Red Bull Ring",16,"dtm",2017,1,TRUE,FALSE,FALSE,83.474
"gp.php?l=0&d=72&r=20177217&c=0","4574","Hockenheim",17,"dtm",2017,1,TRUE,FALSE,FALSE,92.819
"gp.php?l=0&d=72&r=20177218&c=0","4574","Hockenheim",18,"dtm",2017,1,TRUE,FALSE,FALSE,92.456
"gp.php?l=0&d=72&r=20187201&c=0","4574","Hockenheim",1,"dtm",2018,1,TRUE,FALSE,FALSE,94.181
"gp.php?l=0&d=72&r=20187202&c=0","4574","Hockenheim",2,"dtm",2018,1,TRUE,FALSE,FALSE,94.069
"gp.php?l=0&d=72&r=20187203&c=0","4570","Lausitzring",3,"dtm",2018,1,TRUE,FALSE,FALSE,99.699
"gp.php?l=0&d=72&r=20187204&c=0","4570","Lausitzring",4,"dtm",2018,1,TRUE,FALSE,FALSE,99.395
"gp.php?l=0&d=72&r=20187205&c=0","4381","Hungaroring",5,"dtm",2018,1,TRUE,FALSE,FALSE,98.812
"gp.php?l=0&d=72&r=20187206&c=0","4381","Hungaroring",6,"dtm",2018,1,TRUE,FALSE,FALSE,98.417
"gp.php?l=0&d=72&r=20187207&c=0","2300","Norisring",7,"dtm",2018,1,TRUE,FALSE,FALSE,48.307
"gp.php?l=0&d=72&r=20187208&c=0","2300","Norisring",8,"dtm",2018,1,TRUE,FALSE,FALSE,48.311
"gp.php?l=0&d=72&r=20187209&c=0","4307","Zandvoort",9,"dtm",2018,1,TRUE,FALSE,FALSE,92.317
"gp.php?l=0&d=72&r=20187210&c=0","4307","Zandvoort",10,"dtm",2018,1,TRUE,FALSE,FALSE,91.805
"gp.php?l=0&d=72&r=20187211&c=0","3916","Brands Hatch",11,"dtm",2018,1,TRUE,FALSE,FALSE,80.195
"gp.php?l=0&d=72&r=20187212&c=0","3916","Brands Hatch",12,"dtm",2018,1,TRUE,FALSE,FALSE,79.943
